,city,city_id,date,lat,lon,country,maxTemp,cloudiness,humidity,windSpeed
316,kiama,2161515,01 Apr 2019,-34.67,150.86,AU,292.59,40,93,3.1
317,comodoro rivadavia,3860443,01 Apr 2019,-45.87,-67.48,AR,295.15,0,37,4.1
318,hwange,889942,01 Apr 2019,-18.35,26.5,ZW,298.55,20,40,2.47
319,terekli-mekteb,483439,01 Apr 2019,44.16,45.87,RU,279.8,92,93,6.02
320,sri aman,1735799,01 Apr 2019,1.24,111.46,MY,298.15,76,94,0.92
321,chermoz,569122,01 Apr 2019,58.79,56.15,RU,270.55,0,82,5.42
322,meiganga,2227402,01 Apr 2019,6.52,14.29,CM,298.65,0,30,2.47
323,san quintin,1688687,01 Apr 2019,17.54,120.52,PH,293.15,0,84,1.34
324,bushehr,139817,01 Apr 2019,28.97,50.84,IR,294.15,92,60,5.1
325,kudahuvadhoo,1337607,01 Apr 2019,2.67,72.89,MV,301.9,8,100,1.17
326,pacific grove,5380437,01 Apr 2019,36.62,-121.92,US,295.37,20,52,0.39
327,morro bay,5374920,01 Apr 2019,35.37,-120.85,US,298.15,1,36,3.27
328,keflavik,3415496,01 Apr 2019,64.0,-22.56,IS,274.82,75,80,7.2
329,necochea,3430443,01 Apr 2019,-38.55,-58.74,AR,302.25,8,47,4.39
330,mandalgovi,2030065,01 Apr 2019,45.76,106.27,MN,266.4,0,75,0.17
331,la rioja,3848950,01 Apr 2019,-29.41,-66.86,AR,296.65,8,100,2.17
332,yuyao,1785545,01 Apr 2019,30.04,121.15,CN,286.48,0,76,2.0
333,beni mazar,359212,01 Apr 2019,28.5,30.8,EG,288.65,0,25,3.27
334,taltal,3870243,01 Apr 2019,-25.41,-70.49,CL,293.5,0,74,1.49
335,amahai,1651591,01 Apr 2019,-3.31,129.0,ID,302.04,76,80,0.45
336,saint anthony,5606187,01 Apr 2019,43.97,-111.68,US,283.71,20,42,1.69
337,sechura,3691954,01 Apr 2019,-5.56,-80.82,PE,299.15,12,72,4.17
338,bijar,140521,01 Apr 2019,35.87,47.6,IR,275.0,92,99,3.04
339,port lavaca,4720067,01 Apr 2019,28.61,-96.63,US,286.15,90,62,4.6
340,scarborough,2638419,01 Apr 2019,54.28,-0.41,GB,282.15,32,75,4.1
341,torbay,6167817,01 Apr 2019,47.66,-52.73,CA,290.15,75,72,7.2
342,elliot,1005781,01 Apr 2019,-31.33,27.85,ZA,284.05,20,52,1.24
343,whakatane,2208330,01 Apr 2019,-37.96,176.99,NZ,289.26,68,86,5.84
344,kiruna,605155,01 Apr 2019,67.86,20.23,SE,269.15,0,85,4.1
345,broome,2656067,01 Apr 2019,52.47,1.45,GB,283.71,0,81,2.6
346,jiaonan,1792087,01 Apr 2019,35.88,119.98,CN,277.15,0,44,1.0
347,inhambane,1045114,01 Apr 2019,-23.87,35.38,MZ,297.15,0,78,4.84
348,flin flon,5954718,01 Apr 2019,54.77,-101.88,CA,276.15,90,51,6.2
349,abnub,362973,01 Apr 2019,27.27,31.15,EG,287.15,0,47,5.1
350,pierreville,6104329,01 Apr 2019,46.07,-72.81,CA,274.26,1,42,6.7
351,richards bay,962367,01 Apr 2019,-28.77,32.06,ZA,294.3,88,88,7.09
352,coihaique,3894426,01 Apr 2019,-45.58,-72.07,CL,286.15,90,71,8.2
353,yongan,1806687,01 Apr 2019,39.7,113.69,CN,271.2,0,55,0.94
354,kahului,5847411,01 Apr 2019,20.89,-156.47,US,298.15,20,73,2.1
355,zholymbet,1516527,01 Apr 2019,51.74,71.71,KZ,272.25,0,77,0.84
356,quatre cocos,1106643,01 Apr 2019,-20.21,57.76,MU,297.59,20,83,1.0
357,poum,787487,01 Apr 2019,41.28,20.71,MK,283.15,0,27,1.0
358,kranea elassonos,258882,01 Apr 2019,39.95,21.97,GR,287.59,0,62,2.6
359,port macquarie,2152659,01 Apr 2019,-31.43,152.91,AU,290.37,90,100,3.1
360,port hardy,6111862,01 Apr 2019,50.7,-127.42,CA,279.15,40,87,2.6
361,san policarpo,1688696,01 Apr 2019,12.18,125.51,PH,297.25,92,100,4.99
362,manokwari,1636308,01 Apr 2019,-0.87,134.08,ID,299.65,68,100,3.29
363,dongtai,1812228,01 Apr 2019,32.85,120.31,CN,280.8,32,58,5.42
364,reo,2356228,01 Apr 2019,12.32,-2.47,BF,305.65,44,49,2.34
365,knysna,988698,01 Apr 2019,-34.04,23.05,ZA,287.15,75,67,2.1
366,kloulklubed,7671223,01 Apr 2019,7.04,134.26,PW,300.55,56,100,4.97
367,itaituba,3397967,01 Apr 2019,-4.26,-55.99,BR,304.15,20,62,0.99
368,dromolaxia,146400,01 Apr 2019,34.88,33.59,CY,287.15,40,87,4.52
369,cayenne,3382160,01 Apr 2019,4.94,-52.33,GF,302.15,68,70,7.2
370,cockburn town,3576994,01 Apr 2019,21.46,-71.14,TC,299.0,0,100,4.29
371,ipixuna,3408424,01 Apr 2019,-1.76,-48.8,BR,299.15,75,88,2.1
372,howard springs,6301965,01 Apr 2019,-12.5,131.05,AU,301.15,90,88,0.5
373,zyryanka,2119283,01 Apr 2019,65.73,150.89,RU,260.7,80,83,2.49
374,bad windsheim,2953314,01 Apr 2019,49.5,10.42,DE,286.15,1,54,3.1
375,xuddur,49747,01 Apr 2019,4.12,43.89,SO,301.1,0,36,4.14
376,jinchang,1805733,01 Apr 2019,38.52,102.19,CN,271.15,56,56,1.97
377,vao,588365,01 Apr 2019,59.1,26.19,EE,272.25,0,74,4.67
378,dallas,4684888,01 Apr 2019,32.78,-96.8,US,289.26,5,35,3.1
379,pilar,3427208,01 Apr 2019,-34.46,-58.91,AR,301.48,0,74,2.6
380,honningsvag,779554,01 Apr 2019,70.98,25.97,NO,272.15,75,80,4.6
381,vardo,4372777,01 Apr 2019,39.62,-77.74,US,282.04,5,28,4.6
382,nieuw amsterdam,3383434,01 Apr 2019,5.88,-55.08,SR,307.15,20,52,5.1
383,sur,286245,01 Apr 2019,22.57,59.53,OM,299.4,8,81,1.89
384,susanville,5572400,01 Apr 2019,40.42,-120.65,US,286.15,90,51,2.1
385,severodvinsk,496285,01 Apr 2019,64.56,39.82,RU,272.15,40,54,4.0
386,usinsk,863061,01 Apr 2019,66.0,57.56,RU,269.5,44,85,5.79
387,khatanga,2022572,01 Apr 2019,71.98,102.47,RU,269.6,88,88,5.42
388,fallon,5681948,01 Apr 2019,46.84,-105.12,US,279.15,90,35,3.6
389,berlevag,780687,01 Apr 2019,70.86,29.09,NO,272.15,75,80,8.2
390,kecel,3050454,01 Apr 2019,46.52,19.25,HU,286.48,0,32,6.2
391,dharchula,1272864,01 Apr 2019,29.85,80.53,IN,273.45,0,73,0.82
392,berberati,2389086,01 Apr 2019,4.26,15.79,CF,300.7,20,68,1.02
393,dudinka,1507116,01 Apr 2019,69.41,86.18,RU,269.55,92,91,5.32
394,hervey bay,2146219,01 Apr 2019,-25.3,152.85,AU,292.59,40,77,4.1
395,mildura,2157698,01 Apr 2019,-34.18,142.16,AU,283.15,0,76,0.5
396,gari,1506676,01 Apr 2019,59.43,62.35,RU,274.5,92,100,5.22
397,gat,2249901,01 Apr 2019,14.69,-16.54,SN,311.15,0,53,8.2
398,lat yao,1152377,01 Apr 2019,15.75,99.79,TH,302.59,8,71,2.84
399,saint-francois,2980080,01 Apr 2019,46.42,3.91,FR,289.15,0,55,2.6
400,buluang,1717512,01 Apr 2019,10.47,123.98,PH,298.15,90,83,6.2
401,kuusamo,649924,01 Apr 2019,65.96,29.19,FI,272.15,90,80,5.1
402,naze,2337542,01 Apr 2019,5.43,7.07,NG,300.0,56,84,2.04
403,caxito,3451261,01 Apr 2019,-22.65,-42.51,BR,301.15,20,58,4.6
404,kenai,5866063,01 Apr 2019,60.55,-151.26,US,278.15,1,74,0.72
405,bonavista,5905393,01 Apr 2019,48.65,-53.11,CA,278.71,8,85,0.89
406,fairlie,4682762,01 Apr 2019,33.31,-95.96,US,288.71,75,43,3.6
407,kozhva,543246,01 Apr 2019,65.11,57.05,RU,269.1,12,81,3.69
408,gloria do goita,3398920,01 Apr 2019,-8.0,-35.29,BR,300.15,75,78,0.5
409,high level,5975004,01 Apr 2019,58.52,-117.13,CA,277.15,90,60,4.6
410,shebunino,468902,01 Apr 2019,57.66,40.04,RU,274.15,0,74,2.0
411,roma,6539761,01 Apr 2019,41.89,12.48,IT,289.15,0,67,1.5
412,puri,1635111,01 Apr 2019,-7.54,112.45,ID,294.25,92,98,1.57
413,lata,1253628,01 Apr 2019,30.78,78.62,IN,278.8,0,62,1.04
414,gerash,133595,01 Apr 2019,27.67,54.14,IR,296.15,0,35,1.04
415,nuuk,3421319,01 Apr 2019,64.17,-51.74,GL,270.15,75,45,4.6
416,laguna,4013704,01 Apr 2019,27.52,-110.01,MX,302.15,75,20,4.6
417,lae,2092740,01 Apr 2019,-6.72,146.98,PG,294.85,44,97,0.82
418,linda,5366531,01 Apr 2019,39.13,-121.55,US,294.26,20,26,1.5
419,port-gentil,2396518,01 Apr 2019,-0.72,8.78,GA,302.15,20,83,5.7
420,ocean city,4166723,01 Apr 2019,30.44,-86.61,US,293.71,1,34,4.1
421,mahanoro,1062553,01 Apr 2019,-19.9,48.8,MG,296.35,88,99,0.82
422,chara,262462,01 Apr 2019,39.42,22.43,GR,287.59,0,62,2.6
423,touros,3386213,01 Apr 2019,-5.2,-35.46,BR,300.2,92,97,3.07
424,alyangula,2079582,01 Apr 2019,-13.85,136.42,AU,298.15,90,94,6.24
425,constitucion,4011743,01 Apr 2019,23.99,-104.67,MX,297.59,5,13,4.6
426,eureka,5563397,01 Apr 2019,40.8,-124.16,US,287.59,90,100,1.5
427,portland,5746545,01 Apr 2019,45.52,-122.67,US,290.15,75,58,0.89
428,emba,146639,01 Apr 2019,34.81,32.42,CY,286.15,40,82,1.5
429,ostrovnoy,556268,01 Apr 2019,68.05,39.51,RU,267.5,0,82,6.07
430,inirida,3671450,01 Apr 2019,3.87,-67.92,CO,298.2,88,94,0.59
431,saint-pierre,2995603,01 Apr 2019,48.95,4.24,FR,289.15,0,47,3.6
432,avera,4231997,01 Apr 2019,33.19,-82.53,US,289.26,1,26,4.6
433,koumac,2140558,01 Apr 2019,-20.56,164.28,NC,296.25,36,96,2.59
434,kupang,2057087,01 Apr 2019,-10.16,123.6,ID,297.9,8,100,1.12
435,nyurba,2018735,01 Apr 2019,63.29,118.35,RU,268.65,0,80,2.94
436,chauk,1327659,01 Apr 2019,20.89,94.82,MM,295.45,0,85,0.44
437,bilma,2446796,01 Apr 2019,18.69,12.92,NE,301.05,24,17,2.79
438,ayan,749747,01 Apr 2019,40.67,33.6,TR,273.8,8,73,1.67
439,kirove,707679,01 Apr 2019,47.83,38.01,UA,283.45,8,45,3.39
440,tromso,3133895,01 Apr 2019,69.65,18.96,NO,274.15,75,86,12.9
441,verkhoyansk,2013465,01 Apr 2019,67.55,133.39,RU,253.8,24,59,1.17
442,muros,3115824,01 Apr 2019,42.77,-9.06,ES,289.82,20,48,3.1
443,ust-kut,2013923,01 Apr 2019,56.78,105.75,RU,274.9,32,90,4.52
444,calama,3897347,01 Apr 2019,-22.46,-68.93,CL,296.15,20,25,7.7
445,erzin,296852,01 Apr 2019,36.95,36.2,TR,287.15,75,82,2.19
446,ridgecrest,5387494,01 Apr 2019,35.62,-117.67,US,295.37,32,18,1.34
447,swan river,6160362,01 Apr 2019,52.11,-101.27,CA,276.2,0,68,4.74
448,leshukonskoye,535839,01 Apr 2019,64.9,45.76,RU,271.25,80,69,3.82
449,hualmay,3939761,01 Apr 2019,-11.1,-77.61,PE,297.25,24,71,2.49
450,vidim,3070862,01 Apr 2019,50.47,14.53,CZ,282.59,0,39,6.7
451,kutum,371745,01 Apr 2019,14.2,24.66,SD,295.1,0,43,1.47
452,yarada,1252783,01 Apr 2019,17.65,83.27,IN,301.15,40,83,4.6
453,kalmunai,1242110,01 Apr 2019,7.42,81.82,LK,298.75,20,91,1.97
454,fillan,3157656,01 Apr 2019,63.6,8.98,NO,276.15,20,84,4.1
455,sihora,1256340,01 Apr 2019,23.49,80.11,IN,293.5,0,42,1.52
456,jinxiang,1787335,01 Apr 2019,35.07,116.31,CN,278.6,0,61,2.02
457,praia,3460954,01 Apr 2019,-20.25,-43.81,BR,301.15,75,48,1.0
458,coahuayana,3981460,01 Apr 2019,18.62,-100.35,MX,302.3,0,20,1.37
459,auki,2339937,01 Apr 2019,12.18,6.51,NG,306.0,32,16,4.59
460,sistranda,3139597,01 Apr 2019,63.73,8.83,NO,276.15,20,84,4.1
461,tiarei,4033356,01 Apr 2019,-17.53,-149.33,PF,303.15,75,66,3.6
462,te anau,2181625,01 Apr 2019,-45.41,167.72,NZ,277.05,88,91,1.22
463,plotnikovo,1502847,01 Apr 2019,55.04,83.4,RU,270.15,0,86,3.0
464,kadungora,1632197,01 Apr 2019,-7.09,107.89,ID,291.75,44,97,0.79
465,cantapoy,1718886,01 Apr 2019,9.49,125.44,PH,297.2,88,100,3.37
466,kysyl-syr,2021017,01 Apr 2019,63.9,122.77,RU,267.5,24,79,2.59
467,thinadhoo,1337610,01 Apr 2019,0.53,72.93,MV,301.75,88,100,1.97
468,narok,184379,01 Apr 2019,-1.09,35.87,KE,288.25,92,95,1.04
469,ballina,2966778,01 Apr 2019,54.11,-9.15,IE,279.15,75,93,3.6
470,paita,3694112,01 Apr 2019,-5.09,-81.11,PE,290.15,40,290,3.84
471,kamina,214614,01 Apr 2019,-8.74,25.0,CD,296.35,20,86,1.49
472,alice springs,2077895,01 Apr 2019,-23.7,133.88,AU,284.15,0,32,2.1
473,konya,306571,01 Apr 2019,37.87,32.48,TR,280.37,75,81,1.5
474,praia da vitoria,3372760,01 Apr 2019,38.73,-27.07,PT,289.15,75,67,12.64
475,sivaki,2016477,01 Apr 2019,52.63,126.75,RU,260.65,0,67,2.27
476,orel,690038,01 Apr 2019,47.02,29.78,UA,285.15,0,25,5.7
477,valparaiso,4927537,01 Apr 2019,41.47,-87.06,US,281.48,90,52,8.2
478,saint-augustin,3031582,01 Apr 2019,44.83,-0.61,FR,289.15,0,59,3.6
479,flinders,6255012,01 Apr 2019,-34.58,150.85,AU,287.15,40,93,3.1
480,kattivakkam,1267433,01 Apr 2019,13.22,80.32,IN,302.15,20,83,4.6
481,sungairaya,1625908,01 Apr 2019,0.7,108.9,ID,297.75,68,95,1.27
482,beniganj,1276463,01 Apr 2019,27.28,80.45,IN,295.5,0,43,1.59
483,keetmanshoop,3356264,01 Apr 2019,-26.57,18.15,NA,300.15,0,19,3.6
484,chumikan,2025256,01 Apr 2019,54.72,135.31,RU,264.25,0,62,3.19
485,san pablo,1688830,01 Apr 2019,14.07,121.33,PH,300.15,20,69,5.1
486,balikpapan,1650527,01 Apr 2019,-1.24,116.86,ID,298.8,68,100,2.07
487,nabire,1634614,01 Apr 2019,-3.36,135.5,ID,293.55,44,92,0.92
488,tervel,729530,01 Apr 2019,43.43,26.76,BG,285.25,76,50,2.19
489,jalu,86049,01 Apr 2019,29.03,21.55,LY,289.5,0,41,1.14
490,fort morgan,5577158,01 Apr 2019,40.25,-103.8,US,289.15,0,19,8.2
491,kensington,5991080,01 Apr 2019,46.44,-63.64,CA,274.82,90,74,6.7
492,eyl,60019,01 Apr 2019,7.98,49.82,SO,298.4,24,100,2.37
493,myre,2670776,01 Apr 2019,62.25,17.37,SE,277.04,0,69,0.5
494,buochs,2661328,01 Apr 2019,46.97,8.42,CH,288.15,20,58,1.0
495,shingu,1847947,01 Apr 2019,33.72,135.99,JP,281.1,0,100,8.64
496,hofn,2630299,01 Apr 2019,64.25,-15.21,IS,275.15,75,80,1.5
497,giyon,336372,01 Apr 2019,8.53,37.98,ET,288.25,64,95,0.57
498,yendi,2293801,01 Apr 2019,9.45,0.0,GH,306.55,0,56,1.67
499,belen,321572,01 Apr 2019,36.49,36.19,TR,287.15,40,71,6.2
500,smithers,6149996,01 Apr 2019,54.78,-127.17,CA,277.15,5,60,1.0
501,ulma,617486,01 Apr 2019,47.75,29.1,UA,281.5,0,41,5.89
502,leeds,2644688,01 Apr 2019,53.8,-1.54,GB,284.26,40,61,4.6
503,kiunga,2093846,01 Apr 2019,-6.12,141.3,PG,295.45,80,97,1.02
